,Annual_Deposit_Amount,Home_value,Years_with_the_bank,Loan_held,Wealth_portfolio_held,Automated_menu,Priority
7954,26235,26235,1,0,0,3,0
7955,24641,36908,1,1,0,1,0
7956,16540,30527,1,1,0,2,0
7957,25454,25454,1,0,0,1,0
7958,44661,25408,2,0,1,1,1
7959,26024,26024,1,0,0,3,0
7960,25493,25493,1,0,0,2,0
7961,17575,29714,1,1,0,4,0
7962,53835,25649,3,0,1,2,1
7963,26112,26112,1,0,0,3,0
7964,19304,34499,0,1,0,3,0
7965,57411,25737,2,0,1,1,1
7966,46283,30565,2,1,1,4,1
7967,49607,25926,3,0,1,4,1
7968,24357,36324,3,1,0,4,1
7969,17414,29965,3,1,0,2,1
7970,19628,32493,2,1,0,2,0
7971,24457,35466,0,1,0,1,0
7972,21587,32980,2,1,0,1,1
7973,19563,32758,2,1,0,4,0
7974,26086,26086,1,0,0,4,0
7975,27121,27121,1,0,0,2,0
7976,18553,33302,1,1,0,4,0
7977,59811,34783,2,1,1,3,1
7978,21768,34375,2,1,0,4,0
7979,25255,25255,1,0,0,4,0
7980,25678,25678,1,0,0,1,0
7981,55022,33687,2,1,1,4,1
7982,49230,32200,2,1,1,2,1
7983,25693,25693,1,0,0,1,0
7984,20578,33233,2,1,0,3,0
7985,25445,25445,2,0,0,3,0
7986,55741,26095,1,0,1,3,1
7987,19214,33440,1,1,0,4,0
7988,17727,31825,1,1,0,1,0
7989,20311,33969,0,1,0,3,0
7990,25657,25657,2,0,0,1,0
7991,23517,37463,1,1,0,3,0
7992,18026,31593,1,1,0,4,0
7993,14891,29406,1,1,0,1,0
7994,26044,26044,1,0,0,4,0
7995,19724,33824,1,1,0,1,0
7996,21021,33851,3,1,0,4,1
7997,15168,28356,1,1,0,4,0
7998,55806,26001,2,0,1,2,1
7999,25163,25163,1,0,0,2,0
8000,57236,25244,1,0,1,2,1
8001,22082,35314,1,1,0,1,0
8002,40665,24693,3,0,1,1,1
8003,26372,26372,2,0,0,2,0
8004,20761,34102,2,1,0,4,0
8005,26330,26330,2,0,0,4,0
8006,20465,34280,1,1,0,3,0
8007,19884,32754,1,1,0,3,0
8008,26151,26151,1,0,0,3,0
8009,52904,25331,4,0,1,4,1
8010,65480,36232,4,1,1,2,1
8011,25256,25256,2,0,0,2,0
8012,26415,26415,1,0,0,3,0
8013,16608,30848,0,1,0,2,0
8014,51019,24958,2,0,1,3,1
8015,22775,36977,1,1,0,2,0
8016,25679,25679,2,0,0,2,0
8017,25347,25347,0,0,0,3,0
8018,62458,35953,2,1,1,1,1
8019,26356,26356,1,0,0,3,0
8020,18056,32729,4,1,0,3,1
8021,25735,25735,1,0,0,1,0
8022,20440,33188,2,1,0,4,0
8023,25182,25182,1,0,0,1,0
8024,16841,28927,1,1,0,2,0
8025,17640,28539,2,1,0,4,0
8026,42970,30552,3,1,1,2,1
8027,27063,27063,1,0,0,2,0
8028,39552,30129,2,1,1,3,1
8029,26817,26817,1,0,0,1,0
8030,25642,25642,2,0,0,2,0
8031,18861,31272,3,1,0,4,1
8032,20780,32744,2,1,0,1,1
8033,61748,26109,2,0,1,2,1
8034,63222,24594,2,0,1,2,1
8035,19292,31544,2,1,0,1,0
8036,19768,32867,1,1,0,4,0
8037,26307,26307,1,0,0,2,0
8038,42649,31241,2,1,1,4,1
8039,25598,25598,1,0,0,2,0
8040,25477,25477,1,0,0,4,0
8041,48876,33002,3,1,1,4,1
8042,47717,32612,3,1,1,1,1
8043,26300,26300,2,0,0,4,0
8044,44825,32065,2,1,1,2,1
8045,25582,25582,1,0,0,3,0
8046,17913,30735,3,1,0,4,1
8047,47069,31031,2,1,1,1,1
8048,13964,27396,1,1,0,4,0
8049,65989,35699,2,1,1,2,1
8050,25091,25091,1,0,0,4,0
8051,52716,25502,2,0,1,1,1
8052,49431,25815,3,0,1,1,1
8053,24404,24404,0,0,0,4,0
8054,19873,32016,1,1,0,3,0
8055,33511,27340,2,1,1,3,1
8056,22044,34750,1,1,0,3,0
8057,23054,34078,1,1,0,3,0
8058,19796,33621,0,1,0,4,0
8059,47447,25139,2,0,1,4,1
8060,53817,25545,1,0,1,2,1
8061,25865,25865,1,0,0,2,0
8062,26161,26161,1,0,0,2,0
8063,67389,36258,0,1,1,2,1
8064,21409,33596,2,1,0,1,1
8065,54425,25657,0,0,1,4,1
8066,20869,33481,1,1,0,1,0
8067,19215,32838,2,1,0,1,1
8068,16719,31406,1,1,0,2,0
8069,25574,25574,1,0,0,3,0
8070,21030,32374,1,1,0,4,0
8071,26300,26300,0,0,0,2,0
8072,20015,34612,0,1,0,1,0
8073,18089,31441,2,1,0,3,0
8074,26376,26376,2,0,0,4,0
8075,18936,31703,4,1,0,1,1
8076,15008,28910,2,1,0,1,0
8077,58691,26505,2,0,1,3,1
8078,25402,25402,1,0,0,2,0
8079,38909,30281,4,1,1,1,1
8080,26080,26080,1,0,0,4,0
8081,15614,28300,3,1,0,1,1
8082,45173,32628,2,1,1,3,1
8083,25983,25983,2,0,0,1,0
8084,18117,30020,1,1,0,1,0
8085,26200,26200,2,0,0,2,0
8086,20463,31950,1,1,0,4,0
8087,45821,31813,3,1,1,2,1
8088,16246,30291,2,1,0,3,0
8089,22711,34867,3,1,0,1,1
8090,59041,25475,3,0,1,3,1
8091,25533,25533,1,0,0,4,0
8092,30133,28518,2,1,1,3,1
8093,26796,26796,2,0,0,1,0
8094,17819,30927,2,1,0,3,0
8095,17581,30614,1,1,0,2,0
8096,48500,32194,2,1,1,3,1
8097,25852,25852,3,0,0,3,0
8098,25959,25959,1,0,0,1,0
8099,21190,35526,1,1,0,2,0
8100,25968,25968,1,0,0,2,0
8101,26096,26096,1,0,0,3,0
8102,14321,27586,1,1,0,3,0
8103,18274,33045,2,1,0,2,0
8104,15217,28398,1,1,0,3,0
8105,26432,26432,1,0,0,1,0
8106,20486,32316,2,1,0,3,0
8107,19189,31459,0,1,0,3,0
8108,20808,33255,3,1,0,4,1
8109,60490,35514,2,1,1,3,1
8110,17518,29040,1,1,0,4,0
8111,25922,25922,2,0,0,1,0
8112,50752,33060,3,1,1,4,1
8113,23517,36872,2,1,0,4,0
8114,25642,25642,0,0,0,2,0
8115,40360,30140,2,1,1,3,1
8116,18182,31760,2,1,0,3,0
8117,26230,26230,1,0,0,4,0
8118,44611,31128,2,1,1,4,1
8119,22971,34550,2,1,0,4,0
8120,26384,26384,0,0,0,3,0
8121,47649,31764,2,1,1,1,1
8122,19284,33110,1,1,0,3,0
8123,46388,31673,4,1,1,1,1
8124,25098,25098,1,0,0,1,0
8125,19175,31300,1,1,0,2,0
8126,23809,38771,1,1,0,2,0
8127,26370,26370,1,0,0,2,0
8128,24648,24648,3,0,0,1,1
8129,16924,30351,1,1,0,4,0
8130,17580,32478,2,1,0,2,0
8131,18921,31838,1,1,0,1,0
8132,55888,25059,1,0,1,4,1
8133,17641,31519,2,1,0,2,0
8134,25836,25836,1,0,0,3,0
8135,23130,34991,1,1,0,1,0
8136,18109,32063,1,1,0,3,0
8137,60630,25085,2,0,1,4,1
8138,25845,37806,4,1,0,3,1
8139,20265,31707,1,1,0,1,0
8140,42065,30389,1,1,1,3,1
8141,20623,33104,1,1,0,3,0
8142,22507,36130,1,1,0,2,0
8143,58964,33540,2,1,1,3,1
8144,14064,28972,2,1,0,1,0
8145,43128,25892,1,0,1,4,1
8146,46227,32364,3,1,1,3,1
8147,25227,25227,2,0,0,3,0
8148,25399,25399,2,0,0,4,0
8149,60995,24947,2,0,1,4,1
8150,21665,35235,3,1,0,3,1
8151,20505,33713,2,1,0,3,0
8152,26018,26018,1,0,0,3,0
8153,23810,38625,2,1,0,3,1
8154,25185,25185,1,0,0,3,0
8155,43794,31160,2,1,1,4,1
8156,24898,39137,1,1,0,2,0
8157,26017,26017,1,0,0,2,0
8158,58400,26452,3,0,1,1,1
8159,20214,34830,1,1,0,4,0
8160,26763,26763,1,0,0,4,0
8161,20625,32041,2,1,0,4,0
8162,25666,25666,1,0,0,2,0
8163,25115,35733,1,1,0,1,0
8164,26255,26255,1,0,0,1,0
8165,25223,25223,1,0,0,1,0
8166,25444,25444,1,0,0,2,0
8167,26232,26232,2,0,0,3,0
8168,18353,32389,2,1,0,1,0
8169,18132,31934,2,1,0,1,0
8170,24870,24870,1,0,0,1,0
8171,47996,31402,2,1,1,2,1
8172,26007,26007,1,0,0,3,0
8173,18809,32744,1,1,0,3,0
8174,22298,35507,3,1,0,2,1
8175,54933,26775,2,0,1,4,1
8176,64810,36748,3,1,1,4,1
8177,26406,26406,1,0,0,4,0
8178,25450,25450,2,0,0,2,0
8179,43102,30502,1,1,1,4,1
8180,25424,37888,1,1,0,4,0
8181,16540,29926,1,1,0,3,0
8182,25574,25574,1,0,0,1,0
8183,19168,33744,2,1,0,3,0
8184,41174,30580,2,1,1,4,1
8185,25186,25186,2,0,0,2,0
8186,16742,28088,1,1,0,2,0
8187,20008,35087,2,1,0,1,1
8188,18934,31347,2,1,0,3,0
8189,49236,24440,1,0,1,4,1
8190,25912,25912,1,0,0,4,0
8191,63350,36538,1,1,1,2,1
8192,21191,35287,1,1,0,1,0
8193,17829,33240,2,1,0,1,1
8194,25626,25626,2,0,0,3,0
8195,25853,25853,1,0,0,1,0
8196,26244,26244,2,0,0,1,0
8197,28604,27808,3,1,1,4,1
8198,21489,34280,1,1,0,1,0
8199,16440,31784,2,1,0,2,0
8200,68760,37816,3,1,1,4,1
8201,20454,32311,1,1,0,3,0
8202,25327,25327,1,0,0,4,0
8203,25824,25824,1,0,0,1,0
8204,25659,25659,2,0,0,2,0
8205,26077,26077,1,0,0,3,0
8206,26554,26554,2,0,0,4,0
8207,25395,25395,2,0,0,3,0
8208,16690,29631,3,1,0,4,0
8209,61179,25389,2,0,1,1,1
8210,15787,28078,2,1,0,2,0
8211,23937,35015,4,1,0,3,1
8212,20955,33064,1,1,0,2,0
8213,25287,25287,2,0,0,3,0
8214,27226,27226,2,0,0,1,0
8215,18221,29572,1,1,0,3,0
8216,72157,25186,3,0,1,3,1
8217,26047,26047,1,0,0,4,0
8218,61965,24971,0,0,1,4,1
8219,52774,33142,2,1,1,1,1
8220,57151,24464,2,0,1,3,1
8221,26393,26393,1,0,0,2,0
8222,25971,25971,1,0,0,2,0
8223,49953,31256,2,1,1,2,1
8224,25516,25516,3,0,0,4,0
8225,24582,24582,1,0,0,1,0
8226,17366,32072,2,1,0,1,0
8227,49089,32126,2,1,1,1,1
8228,25909,25909,3,0,0,4,0
8229,55203,34260,2,1,1,4,1
8230,24755,36814,1,1,0,3,0
8231,26722,26722,0,0,0,2,0
8232,15955,29021,1,1,0,1,0
8233,52113,33892,2,1,1,1,1
8234,25589,25589,1,0,0,2,0
8235,47745,32891,1,1,1,2,1
8236,23594,36710,1,1,0,4,0
8237,25536,25536,1,0,0,2,0
8238,25734,25734,1,0,0,3,0
8239,16387,29432,3,1,0,2,1
8240,38088,29253,2,1,1,4,1
8241,13759,27138,1,1,0,4,0
8242,26385,26385,3,0,0,2,1
8243,46380,32497,3,1,1,2,1
8244,26169,26169,1,0,0,1,0
8245,25601,25601,3,0,0,2,0
8246,61746,25197,3,0,1,4,1
8247,25182,25182,3,0,0,4,0
8248,24007,36153,1,1,0,1,0
8249,44274,31258,2,1,1,1,1
8250,26538,26538,1,0,0,2,0
8251,21218,34434,1,1,0,3,0
8252,26518,26518,1,0,0,4,0
8253,20566,31756,1,1,0,1,0
8254,55808,24047,3,0,1,1,1
8255,25542,25542,1,0,0,3,0
8256,26235,26235,1,0,0,2,0
8257,52990,25724,1,0,1,2,1
8258,21847,34964,1,1,0,2,0
8259,20567,32937,2,1,0,2,0
8260,21483,33413,2,1,0,4,0
8261,52075,24442,0,0,1,3,1
8262,44712,25278,3,0,1,4,1
8263,24961,24961,0,0,0,1,0
8264,25948,25948,1,0,0,4,0
8265,25221,25221,1,0,0,4,0
8266,26091,26091,3,0,0,2,1
8267,26318,26318,2,0,0,1,0
8268,25539,25539,0,0,0,4,0
8269,25379,25379,3,0,0,4,0
8270,25898,25898,2,0,0,1,0
8271,45446,30930,3,1,1,3,1
8272,25540,25540,1,0,0,2,0
8273,16781,32170,2,1,0,1,0
8274,25424,25424,2,0,0,4,0
8275,26450,26450,1,0,0,2,0
8276,23579,35145,1,1,0,1,0
8277,17205,32501,2,1,0,4,0
8278,42087,30545,2,1,1,3,1
8279,15959,29411,2,1,0,3,0
8280,26587,26587,2,0,0,1,0
8281,22051,35786,2,1,0,4,0
8282,26372,26372,1,0,0,2,0
8283,59034,34355,3,1,1,3,1
8284,19071,33007,2,1,0,4,0
8285,21668,34748,2,1,0,2,1
8286,19035,33564,0,1,0,4,0
8287,36949,28387,2,1,1,4,1
8288,38066,30005,2,1,1,1,1
8289,25401,25401,1,0,0,4,0
8290,22201,33711,2,1,0,2,1
8291,19296,31783,2,1,0,4,0
8292,54102,25287,2,0,1,1,1
8293,17489,30582,3,1,0,1,1
8294,14212,27643,2,1,0,4,0
8295,25846,25846,1,0,0,3,0
8296,62427,25308,2,0,1,1,1
8297,26279,26279,1,0,0,2,0
8298,19096,32280,1,1,0,4,0
8299,21409,32406,1,1,0,2,0
8300,25276,25276,1,0,0,1,0
8301,15520,29717,1,1,0,4,0
8302,19660,33216,1,1,0,1,0
8303,25884,25884,0,0,0,1,0
8304,26522,26522,2,0,0,3,0
8305,27173,27173,1,0,0,1,0
8306,20084,33994,3,1,0,1,1
8307,51670,25368,1,0,1,4,1
8308,42306,25711,3,0,1,1,1
8309,53812,32822,3,1,1,3,1
8310,16694,32606,2,1,0,2,0
8311,19292,32846,2,1,0,2,0
8312,21734,35098,2,1,0,2,1
8313,25790,25790,1,0,0,3,0
8314,64556,36540,1,1,1,4,1
8315,49405,24818,3,0,1,4,1
8316,25432,25432,1,0,0,1,0
8317,21738,33855,2,1,0,2,1
8318,20658,34577,1,1,0,2,0
8319,15526,30315,2,1,0,2,0
8320,50009,31795,1,1,1,3,1
8321,15223,29050,1,1,0,4,0
8322,25762,25762,1,0,0,2,0
8323,26571,38565,0,1,0,3,0
8324,22334,33897,2,1,0,4,0
8325,20276,33281,1,1,0,2,0
8326,26660,26660,1,0,0,2,0
8327,18670,31710,2,1,0,4,0
8328,19610,31245,1,1,0,3,0
8329,26049,26049,1,0,0,1,0
8330,51855,25211,3,0,1,4,1
8331,48412,32901,1,1,1,4,1
8332,38249,29237,3,1,1,2,1
8333,18652,31951,3,1,0,3,1
8334,26099,26099,1,0,0,4,0
8335,19383,33981,1,1,0,4,0
8336,47744,33803,1,1,1,1,1
8337,25235,25235,1,0,0,2,0
8338,24974,24974,2,0,0,3,0
8339,15027,31310,1,1,0,2,0
8340,17709,32406,1,1,0,4,0
8341,39643,30306,1,1,1,3,1
8342,25941,25941,1,0,0,2,0
8343,16636,29693,2,1,0,2,0
8344,18413,32208,1,1,0,3,0
8345,21861,35401,1,1,0,1,0
8346,19642,33516,3,1,0,2,1
8347,25310,25310,1,0,0,4,0
8348,26207,26207,1,0,0,2,0
8349,24904,24904,1,0,0,2,0
8350,18922,31713,1,1,0,3,0
8351,25489,25489,1,0,0,3,0
8352,20175,35349,2,1,0,1,1
8353,34915,27901,3,1,1,2,1
8354,53004,25265,1,0,1,3,1
8355,18277,29453,1,1,0,2,0
8356,65606,26008,3,0,1,3,1
8357,15964,29647,0,1,0,4,0
8358,61235,35536,2,1,1,3,1
8359,25560,25560,2,0,0,3,0
8360,44601,31086,1,1,1,2,1
8361,17768,30367,1,1,0,1,0
8362,22136,34847,1,1,0,3,0
8363,21065,33964,2,1,0,4,0
8364,17710,32424,2,1,0,1,0
8365,25756,25756,3,0,0,3,0
8366,66266,25462,2,0,1,2,1
8367,17672,33338,2,1,0,1,1
8368,20564,32768,1,1,0,2,0
8369,25853,25853,1,0,0,4,0
8370,60841,34686,1,1,1,4,1
8371,26460,26460,1,0,0,1,0
8372,25619,25619,1,0,0,4,0
8373,41109,25415,2,0,1,3,1
8374,19361,30962,2,1,0,4,0
8375,21587,34483,1,1,0,4,0
8376,56771,25409,2,0,1,1,1
8377,25750,25750,1,0,0,2,0
8378,25031,25031,1,0,0,3,0
8379,18936,31007,2,1,0,4,0
8380,17868,31221,2,1,0,1,0
8381,26248,26248,2,0,0,4,0
8382,22113,34561,1,1,0,2,0
8383,64097,35798,3,1,1,4,1
8384,45904,31750,2,1,1,3,1
8385,26080,26080,1,0,0,3,0
8386,19656,32725,1,1,0,3,0
8387,26255,26255,0,0,0,4,0
8388,16016,31661,3,1,0,4,1
8389,25524,25524,1,0,0,4,0
8390,24014,37055,2,1,0,4,0
8391,26942,26942,1,0,0,1,0
8392,50440,24564,1,0,1,1,1
8393,24860,24860,0,0,0,2,0
8394,54045,25900,1,0,1,4,1
8395,25893,25893,1,0,0,4,0
8396,26159,26159,2,0,0,3,0
8397,23442,36504,1,1,0,2,0
8398,25950,25950,2,0,0,1,0
8399,19655,31909,2,1,0,4,0
8400,25941,25941,3,0,0,2,1
8401,26400,26400,2,0,0,1,0
8402,19838,32882,2,1,0,3,0
8403,24809,24809,1,0,0,3,0
8404,25653,25653,4,0,0,4,1
8405,25613,25613,0,0,0,2,0
8406,15259,28419,2,1,0,4,0
8407,25846,25846,1,0,0,1,0
8408,26104,26104,0,0,0,3,0
8409,26036,26036,1,0,0,1,0
8410,26039,26039,1,0,0,1,0
8411,55105,26386,2,0,1,1,1
8412,14038,26959,0,1,0,4,0
8413,26513,26513,1,0,0,1,0
8414,49871,25604,1,0,1,3,1
8415,68695,38340,2,1,1,1,1
8416,25283,25283,3,0,0,2,0
8417,47279,31814,2,1,1,3,1
8418,25532,25532,2,0,0,2,0
8419,44271,31087,3,1,1,3,1
8420,26123,26123,1,0,0,3,0
8421,25913,25913,2,0,0,4,0
8422,46400,31962,2,1,1,4,1
8423,26022,26022,2,0,0,4,0
8424,25578,25578,2,0,0,4,0
8425,60956,34965,2,1,1,3,1
8426,26682,26682,2,0,0,2,0
8427,23118,34898,1,1,0,4,0
8428,71124,24832,2,0,1,1,1
8429,25873,25873,1,0,0,3,0
8430,16186,29398,2,1,0,3,0
8431,40404,30899,3,1,1,1,1
8432,16523,29356,0,1,0,4,0
8433,25081,25081,2,0,0,3,0
8434,26967,26967,1,0,0,1,0
8435,21726,36087,2,1,0,4,0
8436,25078,25078,2,0,0,2,0
8437,25379,25379,1,0,0,4,0
8438,20980,33281,2,1,0,1,1
8439,37726,30445,3,1,1,3,1
8440,25804,25804,1,0,0,3,0
8441,48202,24701,2,0,1,2,1
8442,21837,34515,1,1,0,3,0
8443,18131,30304,2,1,0,1,0
8444,19823,34054,2,1,0,2,0
8445,14081,28146,1,1,0,2,0
8446,18515,32249,1,1,0,4,0
8447,48817,25586,1,0,1,4,1
8448,25784,25784,1,0,0,2,0
8449,25032,25032,1,0,0,3,0
8450,25994,25994,2,0,0,2,0
8451,25907,25907,1,0,0,2,0
8452,26500,26500,2,0,0,3,0
8453,49897,25061,4,0,1,2,1
8454,25022,25022,1,0,0,3,0
8455,54487,33148,1,1,1,1,1
8456,18314,33786,2,1,0,2,0
8457,53909,33170,3,1,1,3,1
8458,25012,25012,1,0,0,1,0
8459,25926,25926,2,0,0,1,0
8460,21563,34453,0,1,0,1,0
8461,17396,30914,1,1,0,3,0
8462,49111,25972,1,0,1,2,1
8463,58252,25081,1,0,1,3,1
8464,26325,26325,1,0,0,1,0
8465,66357,25851,3,0,1,4,1
8466,58316,25708,2,0,1,1,1
8467,25309,25309,2,0,0,2,0
8468,25570,25570,1,0,0,3,0
8469,16552,29946,2,1,0,3,0
8470,43960,32091,2,1,1,3,1
8471,26211,26211,1,0,0,3,0
8472,25632,25632,2,0,0,3,0
8473,49396,33317,2,1,1,1,1
8474,18620,33264,0,1,0,2,0
8475,17505,30630,1,1,0,3,0
8476,26103,26103,2,0,0,4,0
8477,25688,25688,3,0,0,1,1
8478,14923,28867,1,1,0,1,0
8479,25741,25741,1,0,0,3,0
8480,16082,29588,2,1,0,3,0
8481,15479,29600,1,1,0,3,0
8482,18120,30617,2,1,0,3,0
8483,25796,25796,2,0,0,4,0
8484,26037,26037,0,0,0,4,0
8485,16600,30859,3,1,0,4,0
8486,57526,25720,2,0,1,2,1
8487,59103,25442,3,0,1,4,1
8488,18418,31631,1,1,0,2,0
8489,26036,26036,0,0,0,1,0
8490,15620,30071,3,1,0,3,1
8491,26305,26305,2,0,0,3,0
8492,25781,25781,1,0,0,3,0
8493,25959,25959,1,0,0,2,0
8494,26432,26432,2,0,0,3,0
8495,20628,32189,2,1,0,3,0
8496,22196,34158,1,1,0,2,0
8497,26623,26623,2,0,0,4,0
8498,27166,37637,2,1,0,1,1
8499,21598,34190,0,1,0,1,0
8500,25800,25800,2,0,0,4,0
8501,20342,33841,1,1,0,2,0
8502,53575,26066,2,0,1,2,1
8503,16443,30280,3,1,0,3,1
8504,25919,25919,1,0,0,3,0
8505,47515,32849,2,1,1,1,1
8506,58772,34491,2,1,1,4,1
8507,56679,26127,2,0,1,2,1
8508,44801,30382,2,1,1,4,1
8509,14380,29039,2,1,0,1,0
8510,25944,25944,1,0,0,2,0
8511,17519,31332,0,1,0,2,0
8512,26063,26063,1,0,0,4,0
8513,24782,24782,1,0,0,1,0
8514,25844,25844,1,0,0,1,0
8515,39127,29633,2,1,1,4,1
8516,27246,38764,2,1,0,1,1
8517,39917,26242,2,0,1,3,1
8518,23935,36530,0,1,0,4,0
8519,18615,32698,2,1,0,1,0
8520,19150,34169,2,1,0,3,0
8521,19456,31890,1,1,0,4,0
8522,20301,35571,1,1,0,3,0
8523,55964,26087,1,0,1,3,1
8524,19656,32760,1,1,0,4,0
8525,25490,25490,2,0,0,1,0
8526,26261,26261,1,0,0,1,0
8527,21676,34905,1,1,0,4,0
8528,26690,26690,2,0,0,4,0
8529,25783,25783,2,0,0,4,0
8530,22043,35757,2,1,0,3,0
8531,19718,32941,2,1,0,1,1
8532,26732,26732,0,0,0,3,0
8533,24986,24986,2,0,0,1,0
8534,49263,25200,2,0,1,3,1
8535,22447,34825,1,1,0,4,0
8536,25440,25440,1,0,0,1,0
8537,36617,27020,1,1,1,2,1
8538,54917,34048,2,1,1,1,1
8539,58000,25416,3,0,1,1,1
8540,46759,31060,2,1,1,2,1
8541,25577,25577,1,0,0,1,0
8542,26047,37762,1,1,0,2,0
8543,49704,32729,2,1,1,3,1
8544,26529,26529,1,0,0,1,0
8545,15684,28950,1,1,0,1,0
8546,20258,33350,1,1,0,4,0
8547,25408,25408,1,0,0,3,0
8548,20521,34005,4,1,0,2,1
8549,15407,29498,2,1,0,2,0
8550,40168,30945,2,1,1,1,1
8551,49438,24792,2,0,1,2,1
8552,20350,34192,1,1,0,1,0
8553,20987,33025,2,1,0,4,0
8554,21890,35399,1,1,0,3,0
8555,26197,26197,2,0,0,3,0
8556,57501,25766,1,0,1,1,1
8557,49280,32884,3,1,1,2,1
8558,52830,25653,3,0,1,4,1
8559,19098,32802,1,1,0,4,0
8560,53107,25498,1,0,1,4,1
8561,57400,34219,1,1,1,3,1
8562,26267,26267,2,0,0,1,0
8563,25390,25390,2,0,0,3,0
8564,25830,25830,1,0,0,3,0
8565,21047,33376,1,1,0,3,0
8566,45583,30935,2,1,1,2,1
8567,18320,29476,1,1,0,2,0
8568,25489,25489,2,0,0,3,0
8569,68338,25346,2,0,1,3,1
8570,20705,34260,2,1,0,2,0
8571,20703,34548,2,1,0,1,1
8572,26474,26474,2,0,0,4,0
8573,26301,26301,1,0,0,3,0
8574,24753,24753,2,0,0,1,0
8575,17925,30335,1,1,0,2,0
8576,25444,25444,1,0,0,1,0
8577,17495,29184,2,1,0,3,0
8578,17390,28929,1,1,0,1,0
8579,15495,29861,2,1,0,3,0
8580,21591,33329,1,1,0,3,0
8581,26163,26163,1,0,0,3,0
8582,20895,34836,1,1,0,1,0
8583,52108,24895,2,0,1,1,1
8584,20775,32320,1,1,0,3,0
8585,18874,32279,1,1,0,1,0
8586,24763,24763,1,0,0,4,0
8587,26661,26661,1,0,0,1,0
8588,44092,31922,2,1,1,4,1
8589,25440,25440,1,0,0,3,0
8590,42106,26712,2,0,1,3,1
8591,15976,30263,1,1,0,3,0
8592,26110,26110,1,0,0,2,0
8593,19020,32580,2,1,0,4,0
8594,19831,32730,3,1,0,2,1
8595,25207,25207,1,0,0,1,0
8596,20946,33448,1,1,0,3,0
8597,26292,26292,1,0,0,1,0
8598,39862,29965,2,1,1,2,1
8599,21527,34596,2,1,0,2,1
8600,20011,34384,1,1,0,3,0
8601,13509,30549,2,1,0,4,0
8602,25617,25617,1,0,0,2,0
8603,26656,38999,2,1,0,2,1
8604,17560,28713,2,1,0,1,0
8605,26694,26694,1,0,0,2,0
8606,25489,25489,1,0,0,4,0
8607,18479,31732,3,1,0,2,1
8608,25980,25980,2,0,0,4,0
8609,26003,26003,1,0,0,2,0
8610,19629,33542,3,1,0,3,1
8611,36537,28978,3,1,1,1,1
8612,24861,35513,0,1,0,3,0
8613,46027,31183,2,1,1,3,1
8614,24399,34861,3,1,0,2,1
8615,51464,24902,1,0,1,4,1
8616,19607,31185,2,1,0,2,0
8617,17863,33705,1,1,0,2,0
8618,25233,25233,1,0,0,2,0
8619,25975,25975,1,0,0,2,0
8620,25215,25215,1,0,0,4,0
8621,20754,34521,2,1,0,3,0
8622,20213,31929,2,1,0,3,0
8623,25613,25613,2,0,0,1,0
8624,18475,31239,1,1,0,2,0
8625,25956,25956,1,0,0,4,0
8626,25708,25708,1,0,0,2,0
8627,73817,25576,2,0,1,2,1
8628,17366,31719,1,1,0,4,0
8629,13156,26954,2,1,0,3,0
8630,25255,25255,2,0,0,3,0
8631,20462,33299,2,1,0,2,0
8632,18026,32875,1,1,0,4,0
8633,25114,25114,1,0,0,2,0
8634,24165,36124,1,1,0,2,0
8635,64044,24734,3,0,1,2,1
8636,25246,25246,2,0,0,2,0
8637,25500,25500,1,0,0,1,0
8638,19630,32628,1,1,0,1,0
8639,19419,31609,4,1,0,3,1
8640,16273,30098,2,1,0,1,0
8641,19190,34139,1,1,0,4,0
8642,26271,26271,2,0,0,3,0
8643,25946,25946,2,0,0,4,0
8644,49543,24515,1,0,1,2,1
8645,25961,25961,1,0,0,4,0
8646,27180,27180,1,0,0,1,0
8647,38122,30571,2,1,1,2,1
8648,16297,30648,2,1,0,1,0
8649,17802,31228,1,1,0,4,0
8650,62639,35639,2,1,1,3,1
8651,18117,31260,2,1,0,2,0
8652,22304,34870,3,1,0,2,1
8653,46685,31909,3,1,1,2,1
8654,25178,25178,2,0,0,2,0
8655,24858,24858,1,0,0,3,0
8656,26357,26357,1,0,0,1,0
8657,55320,25133,4,0,1,1,1
8658,25408,25408,4,0,0,4,1
8659,18956,33198,1,1,0,2,0
8660,22312,36800,1,1,0,1,0
8661,25836,25836,1,0,0,1,0
8662,66025,26196,2,0,1,2,1
8663,25191,25191,1,0,0,1,0
8664,16804,31430,2,1,0,3,0
8665,17223,30957,2,1,0,1,0
8666,25122,25122,2,0,0,2,0
8667,22157,33909,2,1,0,2,1
8668,21188,34602,1,1,0,4,0
8669,20867,35488,2,1,0,2,1
8670,26202,26202,1,0,0,2,0
8671,21780,33881,2,1,0,1,1
8672,57271,33965,4,1,1,1,1
8673,26600,26600,-1,0,0,2,0
8674,51266,25070,2,0,1,2,1
8675,22261,35548,2,1,0,3,0
8676,38498,30810,1,1,1,3,1
8677,26524,26524,1,0,0,3,0
8678,42830,31083,2,1,1,3,1
8679,25958,25958,1,0,0,2,0
8680,15944,31543,1,1,0,4,0
8681,26003,26003,2,0,0,3,0
8682,10500,25840,1,1,0,2,0
8683,49161,25517,2,0,1,1,1
8684,18751,32991,1,1,0,3,0
8685,43733,30693,3,1,1,3,1
8686,22278,34766,1,1,0,4,0
